GO	evalue
GO:0045321	0.0
GO:0045357	0.0
GO:0045358	0.0
GO:0045466	0.0
GO:0045475	0.0
GO:0045597	0.0
GO:0045637	0.0
GO:0045652	0.0
GO:0045664	0.0
GO:0045666	0.0
GO:0045727	0.0
GO:0045747	0.0
GO:0045773	0.0
GO:0045793	0.0
GO:0045815	0.0
GO:0045861	0.0
GO:0045892	0.0
GO:0045893	0.0
GO:0045927	0.0
GO:0045931	0.0
GO:0045935	0.0
GO:0045944	0.0
GO:0046332	0.0
GO:0046530	0.0
GO:0046552	0.0
GO:0046649	0.0
GO:0046782	0.0
GO:0046822	0.0
GO:0046824	0.0
GO:0046903	0.0
GO:0046982	0.0
GO:0048056	0.0
GO:0048477	0.0
GO:0048511	0.0
GO:0048512	0.0
GO:0048524	0.0
GO:0048525	0.0
GO:0048534	0.0
GO:0048545	0.0
GO:0048592	0.0
GO:0048598	0.0
GO:0048638	0.0
GO:0048639	0.0
GO:0048663	0.0
GO:0048729	0.0
GO:0048736	0.0
GO:0048749	0.0
GO:0050434	0.0
GO:0050681	0.0
GO:0050708	0.0
GO:0050714	0.0
GO:0050767	0.0
GO:0050769	0.0
GO:0050770	0.0
GO:0050772	0.0
GO:0050776	0.0
GO:0050778	0.0
GO:0050792	0.0
GO:0050821	0.0
GO:0051019	0.0
GO:0051046	0.0
GO:0051047	0.0
GO:0051050	0.0
GO:0051059	0.0
GO:0051090	0.0
GO:0051091	0.0
GO:0051094	0.0
GO:0051098	0.0
GO:0051099	0.0
GO:0051101	0.0
GO:0051129	0.0
GO:0051147	0.0
GO:0051149	0.0
GO:0051153	0.0
GO:0051155	0.0
GO:0051216	0.0
GO:0051222	0.0
GO:0051223	0.0
GO:0051240	0.0
GO:0051248	0.0
GO:0051253	0.0
GO:0051254	0.0
GO:0051384	0.0
GO:0051427	0.0
GO:0051568	0.0
GO:0051592	0.0
GO:0051604	0.0
GO:0051702	0.0
GO:0051707	0.0
GO:0051783	0.0
GO:0051817	0.0
GO:0051851	0.0
GO:0051960	0.0
GO:0051962	0.0
GO:0052312	0.0
GO:0052472	0.0
GO:0060173	0.0
GO:0060177	0.0
GO:0060284	0.0
GO:0060297	0.0
GO:0060298	0.0
GO:0060341	0.0
GO:0060348	0.0
GO:0060353	0.0
GO:0060355	0.0
GO:0060429	0.0
GO:0060537	0.0
GO:0060538	0.0
GO:0060541	0.0
GO:0060548	0.0
GO:0060765	0.0
GO:0061053	0.0
GO:0061061	0.0
GO:0061387	0.0
GO:0061418	0.0
GO:0061515	0.0
GO:0061733	0.0
GO:0061920	0.0
GO:0061921	0.0
GO:0070201	0.0
GO:0070482	0.0
GO:0070555	0.0
GO:0070848	0.0
GO:0071156	0.0
GO:0071158	0.0
GO:0071214	0.0
GO:0071310	0.0
GO:0071363	0.0
GO:0071453	0.0
GO:0071456	0.0
GO:0071478	0.0
GO:0071482	0.0
GO:0071548	0.0
GO:0072331	0.0
GO:0072332	0.0
GO:0072359	0.0
GO:0072395	0.0
GO:0072401	0.0
GO:0072413	0.0
GO:0072422	0.0
GO:0072431	0.0
GO:0080134	0.0
GO:0080135	0.0
GO:0090043	0.0
GO:0090066	0.0
GO:0090077	0.0
GO:0090087	0.0
GO:0090090	0.0
GO:0090257	0.0
GO:0090311	0.0
GO:0090316	0.0
GO:0090575	0.0
GO:0090596	0.0
GO:0097157	0.0
GO:0097677	0.0
GO:0097718	0.0
GO:0098586	0.0
GO:0098727	0.0
GO:0098751	0.0
GO:0098916	0.0
GO:0099536	0.0
GO:0099537	0.0
GO:0099643	0.0
GO:0104004	0.0
GO:0110020	0.0
GO:0120035	0.0
GO:0140064	0.0
GO:0140065	0.0
GO:0140066	0.0
GO:0140067	0.0
GO:0140068	0.0
GO:0140069	0.0
GO:0140110	0.0
GO:0198738	0.0
GO:1900034	0.0
GO:1900087	0.0
GO:1900180	0.0
GO:1900182	0.0
GO:1901222	0.0
GO:1901224	0.0
GO:1901522	0.0
GO:1901796	0.0
GO:1901983	0.0
GO:1901985	0.0
GO:1901987	0.0
GO:1901988	0.0
GO:1901989	0.0
GO:1901990	0.0
GO:1901991	0.0
GO:1901992	0.0
GO:1902275	0.0
GO:1902400	0.0
GO:1902402	0.0
GO:1902403	0.0
GO:1902493	0.0
GO:1902679	0.0
GO:1902680	0.0
GO:1902806	0.0
GO:1902807	0.0
GO:1902808	0.0
GO:1903018	0.0
GO:1903020	0.0
GO:1903506	0.0
GO:1903507	0.0
GO:1903508	0.0
GO:1903530	0.0
GO:1903532	0.0
GO:1903706	0.0
GO:1903827	0.0
GO:1903829	0.0
GO:1904589	0.0
GO:1904591	0.0
GO:1904837	0.0
GO:1904951	0.0
GO:1905114	0.0
GO:1905269	0.0
GO:1990226	0.0
GO:1990405	0.0
GO:1990841	0.0
GO:2000045	0.0
GO:2000117	0.0
GO:2000134	0.0
GO:2000628	0.0
GO:2000629	0.0
GO:2000756	0.0
GO:2000758	0.0
GO:2001141	0.0
GO:2001252	0.0
GO:0000079	0.0
GO:0000281	0.0
GO:0000307	0.0
GO:0000578	0.0
GO:0000910	0.0
GO:0000920	0.0
GO:0001101	0.0
GO:0001556	0.0
GO:0001700	0.0
GO:0001701	0.0
GO:0001776	0.0
GO:0001837	0.0
GO:0001933	0.0
GO:0002082	0.0
GO:0002260	0.0
GO:0003007	0.0
GO:0004672	0.0
GO:0004674	0.0
GO:0004693	0.0
GO:0005113	0.0
GO:0005813	0.0
GO:0006140	0.0
GO:0006468	0.0
GO:0006997	0.0
GO:0006998	0.0
GO:0007077	0.0
GO:0007079	0.0
GO:0007350	0.0
GO:0007351	0.0
GO:0008284	0.0
GO:0008595	0.0
GO:0009611	0.0
GO:0009612	0.0
GO:0009798	0.0
GO:0009880	0.0
GO:0009948	0.0
GO:0009994	0.0
GO:0010039	0.0
GO:0010041	0.0
GO:0010389	0.0
GO:0010563	0.0
GO:0010965	0.0
GO:0010971	0.0
GO:0016202	0.0
GO:0016301	0.0
GO:0016310	0.0
GO:0016538	0.0
GO:0016572	0.0
GO:0016772	0.0
GO:0016773	0.0
GO:0017085	0.0
GO:0018105	0.0
GO:0018209	0.0
GO:0019207	0.0
GO:0019209	0.0
GO:0019887	0.0
GO:0021700	0.0
GO:0022411	0.0
GO:0030071	0.0
GO:0030295	0.0
GO:0030397	0.0
GO:0031099	0.0
GO:0031145	0.0
GO:0031400	0.0
GO:0031440	0.0
GO:0031442	0.0
GO:0033045	0.0
GO:0033047	0.0
GO:0033127	0.0
GO:0033129	0.0
GO:0033301	0.0
GO:0035051	0.0
GO:0035186	0.0
GO:0035404	0.0
GO:0035561	0.0
GO:0040007	0.0
GO:0042060	0.0
GO:0042246	0.0
GO:0042326	0.0
GO:0042692	0.0
GO:0043029	0.0
GO:0043457	0.0
GO:0043467	0.0
GO:0043539	0.0
GO:0043987	0.0
GO:0045448	0.0
GO:0045737	0.0
GO:0045844	0.0
GO:0045936	0.0
GO:0045981	0.0
GO:0046620	0.0
GO:0046622	0.0
GO:0046680	0.0
GO:0048134	0.0
GO:0048145	0.0
GO:0048146	0.0
GO:0048469	0.0
GO:0048538	0.0
GO:0048565	0.0
GO:0048589	0.0
GO:0048599	0.0
GO:0048634	0.0
GO:0048636	0.0
GO:0048732	0.0
GO:0048738	0.0
GO:0048762	0.0
GO:0048872	0.0
GO:0050685	0.0
GO:0051081	0.0
GO:0051146	0.0
GO:0051233	0.0
GO:0051301	0.0
GO:0051305	0.0
GO:0055001	0.0
GO:0055002	0.0
GO:0055006	0.0
GO:0055007	0.0
GO:0055012	0.0
GO:0055013	0.0
GO:0055015	0.0
GO:0055021	0.0
GO:0055023	0.0
GO:0055024	0.0
GO:0055025	0.0
GO:0055123	0.0
GO:0060043	0.0
GO:0060045	0.0
GO:0060317	0.0
GO:0060420	0.0
GO:0060421	0.0
GO:0060485	0.0
GO:0060623	0.0
GO:0061575	0.0
GO:0061640	0.0
GO:0061695	0.0
GO:0062012	0.0
GO:0062013	0.0
GO:0070542	0.0
GO:0071229	0.0
GO:0071241	0.0
GO:0071248	0.0
GO:0071281	0.0
GO:0071283	0.0
GO:0071396	0.0
GO:0071398	0.0
GO:0071407	0.0
GO:0071695	0.0
GO:0090231	0.0
GO:0090266	0.0
GO:0097125	0.0
GO:0097472	0.0
GO:1900542	0.0
GO:1900544	0.0
GO:1901701	0.0
GO:1901857	0.0
GO:1901861	0.0
GO:1901863	0.0
GO:1901976	0.0
GO:1902099	0.0
GO:1902554	0.0
GO:1902749	0.0
GO:1902751	0.0
GO:1902911	0.0
GO:1903313	0.0
GO:1903504	0.0
GO:1903578	0.0
GO:1903580	0.0
GO:1903862	0.0
GO:1904029	0.0
GO:1904031	0.0
GO:1905446	0.0
GO:1905448	0.0
GO:1905818	0.0
GO:2000775	0.0
GO:0000746	0.0
GO:0000747	0.0
GO:0000749	0.0
GO:0000750	0.0
GO:0001302	0.0
GO:0001678	0.0
GO:0005085	0.0
GO:0005088	0.0
GO:0005783	0.0
GO:0005789	0.0
GO:0005937	0.0
GO:0007089	0.0
GO:0007264	0.0
GO:0007265	0.0
GO:0007568	0.0
GO:0007569	0.0
GO:0008360	0.0
GO:0015629	0.0
GO:0017016	0.0
GO:0019236	0.0
GO:0019725	0.0
GO:0030447	0.0
GO:0031136	0.0
GO:0031137	0.0
GO:0031139	0.0
GO:0031267	0.0
GO:0032005	0.0
GO:0033500	0.0
GO:0036170	0.0
GO:0036180	0.0
GO:0042175	0.0
GO:0042593	0.0
GO:0043332	0.0
GO:0044182	0.0
GO:0044432	0.0
GO:0046999	0.0
GO:0051020	0.0
GO:0055082	0.0
GO:0071322	0.0
GO:0071326	0.0
GO:0071331	0.0
GO:0071333	0.0
GO:0071444	0.0
GO:0071963	0.0
GO:0098827	0.0
GO:1990819	0.0
GO:2000243	0.0
GO:0004142	0.0
GO:0004605	0.0
GO:0005740	0.0
GO:0005743	0.0
GO:0006220	0.0
GO:0006221	0.0
GO:0006644	0.0
GO:0006650	0.0
GO:0006655	0.0
GO:0006656	0.0
GO:0006657	0.0
GO:0006658	0.0
GO:0006661	0.0
GO:0006753	0.0
GO:0007286	0.0
GO:0007291	0.0
GO:0007349	0.0
GO:0007602	0.0
GO:0007603	0.0
GO:0008654	0.0
GO:0009117	0.0
GO:0009165	0.0
GO:0009581	0.0
GO:0009582	0.0
GO:0009583	0.0
GO:0009584	0.0
GO:0010511	0.0
GO:0010513	0.0
GO:0010866	0.0
GO:0010868	0.0
GO:0010883	0.0
GO:0016024	0.0
GO:0016056	0.0
GO:0016779	0.0
GO:0016780	0.0
GO:0017169	0.0
GO:0019637	0.0
GO:0019866	0.0
GO:0030133	0.0
GO:0031966	0.0
GO:0043052	0.0
GO:0044429	0.0
GO:0045017	0.0
GO:0045833	0.0
GO:0045834	0.0
GO:0046341	0.0
GO:0046470	0.0
GO:0046471	0.0
GO:0046474	0.0
GO:0046486	0.0
GO:0046488	0.0
GO:0046889	0.0
GO:0046890	0.0
GO:0048515	0.0
GO:0051055	0.0
GO:0051606	0.0
GO:0055086	0.0
GO:0070085	0.0
GO:0070319	0.0
GO:0070382	0.0
GO:0070567	0.0
GO:0071071	0.0
GO:0071073	0.0
GO:0072527	0.0
GO:0072528	0.0
GO:0090207	0.0
GO:0090209	0.0
GO:0090407	0.0
GO:0097164	0.0
GO:0099503	0.0
GO:1901293	0.0
GO:1901566	0.0
GO:1903725	0.0
GO:1903727	0.0
GO:1905952	0.0
GO:0000271	0.0
GO:0001655	0.0
GO:0001838	0.0
GO:0004100	0.0
GO:0005975	0.0
GO:0005976	0.0
GO:0006022	0.0
GO:0006023	0.0
GO:0006030	0.0
GO:0006031	0.0
GO:0006034	0.0
GO:0006035	0.0
GO:0006037	0.0
GO:0006038	0.0
GO:0006040	0.0
GO:0007424	0.0
GO:0007442	0.0
GO:0007443	0.0
GO:0007591	0.0
GO:0007593	0.0
GO:0008194	0.0
GO:0008362	0.0
GO:0008375	0.0
GO:0010383	0.0
GO:0016051	0.0
GO:0016331	0.0
GO:0016757	0.0
GO:0016758	0.0
GO:0017144	0.0
GO:0022404	0.0
GO:0030428	0.0
GO:0030703	0.0
GO:0033692	0.0
GO:0034637	0.0
GO:0035148	0.0
GO:0035150	0.0
GO:0035151	0.0
GO:0035152	0.0
GO:0035158	0.0
GO:0035159	0.0
GO:0035239	0.0
GO:0035296	0.0
GO:0040003	0.0
GO:0042303	0.0
GO:0042335	0.0
GO:0043473	0.0
GO:0044036	0.0
GO:0044038	0.0
GO:0044262	0.0
GO:0044264	0.0
GO:0046349	0.0
GO:0048066	0.0
GO:0048067	0.0
GO:0048085	0.0
GO:0048546	0.0
GO:0048580	0.0
GO:0048582	0.0
GO:0048619	0.0
GO:0060438	0.0
GO:0060439	0.0
GO:0060562	0.0
GO:0061062	0.0
GO:0061063	0.0
GO:0061326	0.0
GO:0061333	0.0
GO:0061525	0.0
GO:0070589	0.0
GO:0070592	0.0
GO:0072001	0.0
GO:0072002	0.0
GO:0072175	0.0
GO:1901071	0.0
GO:1901073	0.0
GO:1901135	0.0
GO:1901137	0.0
GO:1904375	0.0
GO:1904377	0.0
GO:1904776	0.0
GO:1904778	0.0
GO:0000959	0.0
GO:0000963	0.0
GO:0002097	0.0
GO:0002098	0.0
GO:0002143	0.0
GO:0004123	0.0
GO:0005759	0.0
GO:0006396	0.0
GO:0006399	0.0
GO:0006400	0.0
GO:0006873	0.0
GO:0006875	0.0
GO:0006879	0.0
GO:0008033	0.0
GO:0009451	0.0
GO:0016226	0.0
GO:0016782	0.0
GO:0016783	0.0
GO:0016829	0.0
GO:0016846	0.0
GO:0030003	0.0
GO:0031071	0.0
GO:0031163	0.0
GO:0034227	0.0
GO:0034470	0.0
GO:0034660	0.0
GO:0044445	0.0
GO:0044571	0.0
GO:0046916	0.0
GO:0070525	0.0
GO:0070900	0.0
GO:0070903	0.0
GO:0090646	0.0
GO:0140053	0.0
GO:1900864	0.0
GO:1990221	0.0
GO:0032878	0.0
GO:0044062	0.0
GO:0060281	0.0
GO:0060282	0.0
GO:0090036	0.0
GO:0090038	0.0
GO:1900193	0.0
GO:1900195	0.0
GO:1902532	0.0
GO:1903429	0.0
GO:1903431	0.0
GO:1905879	0.0
GO:1905881	0.0
GO:2000114	0.0
GO:2000292	0.0
GO:0001100	0.0
GO:0005933	0.0
GO:0007096	0.0
GO:0010639	0.0
GO:0031577	0.0
GO:0031578	0.0
GO:0033046	0.0
GO:0033048	0.0
GO:0044380	0.0
GO:0045839	0.0
GO:0045841	0.0
GO:0051784	0.0
GO:0051985	0.0
GO:0061492	0.0
GO:0061510	0.0
GO:0071174	0.0
GO:0071988	0.0
GO:0072698	0.0
GO:1902100	0.0
GO:1902440	0.0
GO:1905508	0.0
GO:1905819	0.0
GO:2000816	0.0
GO:2001251	0.0
GO:0000375	0.0
GO:0000377	0.0
GO:0000398	0.0
GO:0006397	0.0
GO:0008380	0.0
GO:0016071	0.0
GO:0044297	0.0
GO:0000313	0.0
GO:0000315	0.0
GO:0003735	0.0
GO:0005198	0.0
GO:0005761	0.0
GO:0005762	0.0
GO:0005840	0.0
GO:0006412	0.0
GO:0006414	0.0
GO:0006415	0.0
GO:0015934	0.0
GO:0032543	0.0
GO:0032984	0.0
GO:0043043	0.0
GO:0043604	0.0
GO:0043624	0.0
GO:0044391	0.0
GO:0070125	0.0
GO:0070126	0.0
GO:0098798	0.0
GO:0006457	0.0
GO:0030288	0.0
GO:0030313	0.0
GO:0042026	0.0
GO:0042597	0.0
GO:0004620	0.0
GO:0004623	0.0
GO:0004771	0.0
GO:0004806	0.0
GO:0005811	0.0
GO:0006638	0.0
GO:0006639	0.0
GO:0006641	0.0
GO:0006642	0.0
GO:0007114	0.0
GO:0016042	0.0
GO:0016298	0.0
GO:0019433	0.0
GO:0019954	0.0
GO:0042171	0.0
GO:0044242	0.0
GO:0046461	0.0
GO:0046464	0.0
GO:0046503	0.0
GO:0047499	0.0
GO:0052689	0.0
GO:0071617	0.0
GO:0000150	0.0
GO:0000217	0.0
GO:0000400	0.0
GO:0000707	0.0
GO:0000724	0.0
GO:0000725	0.0
GO:0000730	0.0
GO:0003697	0.0
GO:0005657	0.0
GO:0006302	0.0
GO:0006310	0.0
GO:0006312	0.0
GO:0007098	0.0
GO:0007131	0.0
GO:0008094	0.0
GO:0010165	0.0
GO:0010212	0.0
GO:0010332	0.0
GO:0016462	0.0
GO:0016817	0.0
GO:0016818	0.0
GO:0016887	0.0
GO:0017111	0.0
GO:0031023	0.0
GO:0033061	0.0
GO:0033063	0.0
GO:0035264	0.0
GO:0035825	0.0
GO:0042148	0.0
GO:0042623	0.0
GO:0043523	0.0
GO:0043524	0.0
GO:0045003	0.0
GO:0090735	0.0
GO:0140097	0.0
GO:1901214	0.0
GO:1901215	0.0
GO:2000269	0.0
GO:0003954	0.0
GO:0005746	0.0
GO:0005747	0.0
GO:0006091	0.0
GO:0006119	0.0
GO:0006120	0.0
GO:0006163	0.0
GO:0007005	0.0
GO:0008137	0.0
GO:0009123	0.0
GO:0009126	0.0
GO:0009141	0.0
GO:0009144	0.0
GO:0009150	0.0
GO:0009161	0.0
GO:0009167	0.0
GO:0009199	0.0
GO:0009205	0.0
GO:0009259	0.0
GO:0010257	0.0
GO:0015980	0.0
GO:0016651	0.0
GO:0016655	0.0
GO:0019693	0.0
GO:0022900	0.0
GO:0022904	0.0
GO:0030964	0.0
GO:0032981	0.0
GO:0033108	0.0
GO:0042773	0.0
GO:0042775	0.0
GO:0044455	0.0
GO:0045271	0.0
GO:0045333	0.0
GO:0046034	0.0
GO:0050136	0.0
GO:0070469	0.0
GO:0072521	0.0
GO:0098800	0.0
GO:0098803	0.0
GO:1990204	0.0
GO:0002225	0.0
GO:0002683	0.0
GO:0002697	0.0
GO:0002699	0.0
GO:0002700	0.0
GO:0002702	0.0
GO:0002759	0.0
GO:0002760	0.0
GO:0002784	0.0
GO:0002831	0.0
GO:0002833	0.0
GO:0002920	0.0
GO:0002922	0.0
GO:0005338	0.0
GO:0005459	0.0
GO:0005795	0.0
GO:0005797	0.0
GO:0006811	0.0
GO:0006820	0.0
GO:0008592	0.0
GO:0015165	0.0
GO:0015711	0.0
GO:0015780	0.0
GO:0015931	0.0
GO:0015932	0.0
GO:0022857	0.0
GO:0031348	0.0
GO:0031985	0.0
GO:0032101	0.0
GO:0032103	0.0
GO:0034220	0.0
GO:0045751	0.0
GO:0045824	0.0
GO:0050777	0.0
GO:0055085	0.0
GO:0060049	0.0
GO:0060050	0.0
GO:0072334	0.0
GO:0090481	0.0
GO:0098656	0.0
GO:1901264	0.0
GO:1901505	0.0
GO:0002237	0.0
GO:0004127	0.0
GO:0004550	0.0
GO:0004798	0.0
GO:0006165	0.0
GO:0006227	0.0
GO:0006233	0.0
GO:0006235	0.0
GO:0009041	0.0
GO:0009132	0.0
GO:0009133	0.0
GO:0009138	0.0
GO:0009139	0.0
GO:0009142	0.0
GO:0009147	0.0
GO:0009148	0.0
GO:0009186	0.0
GO:0009189	0.0
GO:0009196	0.0
GO:0009197	0.0
GO:0009200	0.0
GO:0009202	0.0
GO:0009211	0.0
GO:0009212	0.0
GO:0009219	0.0
GO:0009221	0.0
GO:0009262	0.0
GO:0009263	0.0
GO:0009265	0.0
GO:0009394	0.0
GO:0009617	0.0
GO:0016776	0.0
GO:0019205	0.0
GO:0019692	0.0
GO:0032496	0.0
GO:0033862	0.0
GO:0046072	0.0
GO:0046075	0.0
GO:0046077	0.0
GO:0046385	0.0
GO:0046939	0.0
GO:0046940	0.0
GO:0050145	0.0
GO:0071216	0.0
GO:0071219	0.0
GO:0071222	0.0
GO:0000394	0.0
GO:0002119	0.0
GO:0002164	0.0
GO:0004518	0.0
GO:0004519	0.0
GO:0004521	0.0
GO:0004540	0.0
GO:0004549	0.0
GO:0006388	0.0
GO:0009295	0.0
GO:0009791	0.0
GO:0016891	0.0
GO:0016893	0.0
GO:0031123	0.0
GO:0031426	0.0
GO:0034414	0.0
GO:0036093	0.0
GO:0040026	0.0
GO:0040028	0.0
GO:0042645	0.0
GO:0042779	0.0
GO:0042780	0.0
GO:0042781	0.0
GO:0043628	0.0
GO:0072684	0.0
GO:0090305	0.0
GO:0090501	0.0
GO:0090502	0.0
GO:0090615	0.0
GO:0140040	0.0
GO:0140098	0.0
GO:0140101	0.0
GO:1902375	0.0
GO:1905267	0.0
GO:0000781	0.0
GO:0000803	0.0
GO:0000805	0.0
GO:0000806	0.0
GO:0002088	0.0
GO:0006812	0.0
GO:0006813	0.0
GO:0007099	0.0
GO:0014074	0.0
GO:0015030	0.0
GO:0015672	0.0
GO:0030001	0.0
GO:0030332	0.0
GO:0031100	0.0
GO:0032298	0.0
GO:0032355	0.0
GO:0032868	0.0
GO:0032869	0.0
GO:0032870	0.0
GO:0043010	0.0
GO:0043434	0.0
GO:0045023	0.0
GO:0045471	0.0
GO:0045740	0.0
GO:0046425	0.0
GO:0046427	0.0
GO:0046683	0.0
GO:0046686	0.0
GO:0051054	0.0
GO:0051298	0.0
GO:0051445	0.0
GO:0051591	0.0
GO:0051602	0.0
GO:0060968	0.0
GO:0071375	0.0
GO:0071417	0.0
GO:0071495	0.0
GO:0097123	0.0
GO:0097124	0.0
GO:0097134	0.0
GO:0097135	0.0
GO:0097305	0.0
GO:0098534	0.0
GO:1901652	0.0
GO:1901653	0.0
GO:1901699	0.0
GO:1904892	0.0
GO:1904894	0.0
GO:2000105	0.0
GO:0000165	0.0
GO:0005087	0.0
GO:0005875	0.0
GO:0006109	0.0
GO:0006111	0.0
GO:0006808	0.0
GO:0007020	0.0
GO:0007155	0.0
GO:0007259	0.0
GO:0007299	0.0
GO:0007304	0.0
GO:0007306	0.0
GO:0007631	0.0
GO:0008536	0.0
GO:0010675	0.0
GO:0010677	0.0
GO:0010906	0.0
GO:0022610	0.0
GO:0023014	0.0
GO:0030536	0.0
GO:0030537	0.0
GO:0031109	0.0
GO:0034657	0.0
GO:0043255	0.0
GO:0043409	0.0
GO:0045721	0.0
GO:0045912	0.0
GO:0046785	0.0
GO:0046843	0.0
GO:0048487	0.0
GO:0060041	0.0
GO:0060249	0.0
GO:0060250	0.0
GO:0062014	0.0
GO:0070372	0.0
GO:0070373	0.0
GO:0090136	0.0
GO:0098609	0.0
GO:0000409	0.0
GO:0000411	0.0
GO:0000753	0.0
GO:0000767	0.0
GO:0000935	0.0
GO:0001882	0.0
GO:0001883	0.0
GO:0001884	0.0
GO:0002134	0.0
GO:0002135	0.0
GO:0003924	0.0
GO:0005525	0.0
GO:0007266	0.0
GO:0007584	0.0
GO:0009847	0.0
GO:0010514	0.0
GO:0010570	0.0
GO:0019001	0.0
GO:0019003	0.0
GO:0019103	0.0
GO:0030436	0.0
GO:0031279	0.0
GO:0031281	0.0
GO:0031670	0.0
GO:0032258	0.0
GO:0032488	0.0
GO:0032549	0.0
GO:0032550	0.0
GO:0032551	0.0
GO:0032557	0.0
GO:0032561	0.0
GO:0034305	0.0
GO:0034306	0.0
GO:0034307	0.0
GO:0035639	0.0
GO:0042173	0.0
GO:0043937	0.0
GO:0043940	0.0
GO:0045761	0.0
GO:0045762	0.0
GO:0045990	0.0
GO:0045991	0.0
GO:0048315	0.0
GO:0051339	0.0
GO:0051349	0.0
GO:0061794	0.0
GO:0070784	0.0
GO:0070786	0.0
GO:0071507	0.0
GO:0071521	0.0
GO:0075306	0.0
GO:0090033	0.0
GO:0090726	0.0
GO:0097271	0.0
GO:1900428	0.0
GO:1900430	0.0
GO:1903664	0.0
GO:1905708	0.0
GO:2000220	0.0
GO:2000222	0.0
GO:0000147	0.0
GO:0001891	0.0
GO:0005543	0.0
GO:0005546	0.0
GO:0005776	0.0
GO:0005905	0.0
GO:0005934	0.0
GO:0005935	0.0
GO:0006898	0.0
GO:0007565	0.0
GO:0008289	0.0
GO:0009898	0.0
GO:0009996	0.0
GO:0009997	0.0
GO:0010453	0.0
GO:0010454	0.0
GO:0012506	0.0
GO:0016525	0.0
GO:0019897	0.0
GO:0030117	0.0
GO:0030118	0.0
GO:0030120	0.0
GO:0030125	0.0
GO:0030128	0.0
GO:0030135	0.0
GO:0030136	0.0
GO:0030139	0.0
GO:0030276	0.0
GO:0030479	0.0
GO:0030659	0.0
GO:0030662	0.0
GO:0030665	0.0
GO:0030666	0.0
GO:0030669	0.0
GO:0030864	0.0
GO:0030865	0.0
GO:0030866	0.0
GO:0030947	0.0
GO:0030948	0.0
GO:0031143	0.0
GO:0031234	0.0
GO:0032009	0.0
GO:0032182	0.0
GO:0034399	0.0
GO:0035091	0.0
GO:0035615	0.0
GO:0038024	0.0
GO:0042058	0.0
GO:0042059	0.0
GO:0042659	0.0
GO:0042686	0.0
GO:0042734	0.0
GO:0043130	0.0
GO:0043195	0.0
GO:0043679	0.0
GO:0044306	0.0
GO:0044325	0.0
GO:0044396	0.0
GO:0044456	0.0
GO:0044706	0.0
GO:0045211	0.0
GO:0045334	0.0
GO:0045335	0.0
GO:0045596	0.0
GO:0045765	0.0
GO:0048471	0.0
GO:0048475	0.0
GO:0048568	0.0
GO:0051093	0.0
GO:0051890	0.0
GO:0051892	0.0
GO:0061645	0.0
GO:0090287	0.0
GO:0090288	0.0
GO:0097060	0.0
GO:0098552	0.0
GO:0098562	0.0
GO:0098748	0.0
GO:0098793	0.0
GO:0098794	0.0
GO:0098888	0.0
GO:0098890	0.0
GO:0099243	0.0
GO:1901184	0.0
GO:1901185	0.0
GO:1901342	0.0
GO:1901343	0.0
GO:1901981	0.0
GO:1902936	0.0
GO:1903670	0.0
GO:1903671	0.0
GO:1905207	0.0
GO:1905208	0.0
GO:1905443	0.0
GO:1905445	0.0
GO:1990175	0.0
GO:2000043	0.0
GO:2000044	0.0
GO:2000181	0.0
GO:2000736	0.0
GO:2000737	0.0
GO:0019233	0.0
GO:0004622	0.0
GO:0005576	0.0
GO:0005615	0.0
GO:0036149	0.0
GO:0036151	0.0
GO:0036152	0.0
GO:0044421	0.0
GO:0001525	0.0
GO:0001568	0.0
GO:0001944	0.0
GO:0002252	0.0
GO:0002263	0.0
GO:0002274	0.0
GO:0002275	0.0
GO:0002283	0.0
GO:0002366	0.0
GO:0002443	0.0
GO:0002444	0.0
GO:0002446	0.0
GO:0004553	0.0
GO:0004566	0.0
GO:0005775	0.0
GO:0006026	0.0
GO:0006027	0.0
GO:0006029	0.0
GO:0006516	0.0
GO:0006887	0.0
GO:0006955	0.0
GO:0007160	0.0
GO:0009100	0.0
GO:0010574	0.0
GO:0010575	0.0
GO:0016798	0.0
GO:0030141	0.0
GO:0030167	0.0
GO:0030193	0.0
GO:0030194	0.0
GO:0030198	0.0
GO:0030200	0.0
GO:0030201	0.0
GO:0030203	0.0
GO:0030305	0.0
GO:0031012	0.0
GO:0031589	0.0
GO:0031983	0.0
GO:0033688	0.0
GO:0033690	0.0
GO:0034774	0.0
GO:0035580	0.0
GO:0036230	0.0
GO:0042119	0.0
GO:0042581	0.0
GO:0042634	0.0
GO:0042635	0.0
GO:0043062	0.0
GO:0043202	0.0
GO:0043299	0.0
GO:0043312	0.0
GO:0043394	0.0
GO:0043395	0.0
GO:0045055	0.0
GO:0045121	0.0
GO:0045545	0.0
GO:0045682	0.0
GO:0045684	0.0
GO:0048514	0.0
GO:0050818	0.0
GO:0050820	0.0
GO:0050878	0.0
GO:0051797	0.0
GO:0051798	0.0
GO:0051896	0.0
GO:0051897	0.0
GO:0060055	0.0
GO:0060205	0.0
GO:0061041	0.0
GO:0061042	0.0
GO:0072358	0.0
GO:0090303	0.0
GO:0098589	0.0
GO:0098857	0.0
GO:1900046	0.0
GO:1900048	0.0
GO:1901136	0.0
GO:1901681	0.0
GO:1903034	0.0
GO:1903036	0.0
GO:0006605	0.0
GO:0009507	0.0
GO:0009526	0.0
