AWHISG00000001385X1	GO:0051015,GO:0005737,GO:0042594,GO:0051017,GO:0004623,GO:0044258
AWHISG00000003404X1	GO:0005524,GO:0005634,GO:0005739,GO:0007399,GO:0005829
AWHISG00000009448X1	GO:0016021,GO:0009636,GO:0008375,GO:0000139,GO:0006486,GO:0005794
AWHISG00000018065X1	GO:0003676,GO:0043137,GO:0005737,GO:0004523,GO:0005634,GO:0090502,GO:0000287
AWHISG00000016702X1	GO:0006935,GO:0005737,GO:0007635,GO:0010754,GO:0007602,GO:0008074,GO:0004118,GO:0008340,GO:0010628,GO:0047555,GO:0046872,GO:0042542,GO:0010446,GO:0032528
AWHISG00000015851X1	GO:0005515,GO:0033036,GO:0016021,GO:0005783,GO:0005886,GO:0045332,GO:0005794
AWHISG00000013408X1	GO:0008017,GO:0005524,GO:0016021,GO:0016887,GO:0031424,GO:0016020,GO:0003777
AWHISG00000008029X1	GO:0046167,GO:0005524,GO:0019563,GO:0005739,GO:0004370,GO:0006641,GO:0016310
AWHISG00000003541X1	GO:0030036,GO:0005856,GO:0051015
AWHISG00000007420X1	GO:0005515,GO:0009867,GO:0042127,GO:0043547,GO:0016021,GO:0005096,GO:0009749,GO:0009968,GO:0009414,GO:0010182,GO:0004930,GO:0009737,GO:0016020,GO:0007186
AWHISG00000010680X1	GO:0006468,GO:0019033,GO:0005524,GO:0004674,GO:0042025
AWHISG00000016053X1	GO:0006086,GO:0005967,GO:0005739,GO:0005759,GO:0004742
AWHISG00000001035X1	GO:0005730,GO:0005634,GO:0030515,GO:0000462,GO:0005732,GO:0042254,GO:0032040
AWHISG00000018460X1	GO:0006468,GO:0022607,GO:0005737,GO:0005524,GO:0106310,GO:0004674,GO:0004712,GO:0046872
AWHISG00000012338X1	GO:0007264,GO:0120010,GO:0005938,GO:0005096,GO:0050790,GO:0032153,GO:0120014,GO:0005794
AWHISG00000001852X1	GO:0005634,GO:0035617,GO:0016887,GO:0042802,GO:0005829,GO:0005737,GO:0051087,GO:0042026,GO:0006620,GO:0043531,GO:0051082,GO:0034399,GO:0070414,GO:0005524,GO:0034975,GO:0043335,GO:0070370,GO:0051085,GO:0072380
AWHISG00000006087X1	GO:0005743,GO:0016021,GO:0008495,GO:0005739,GO:0006784
AWHISG00000004466X1	GO:0003677,GO:0030430,GO:0009267
AWHISG00000003886X1	GO:0070469,GO:0005747,GO:0044877,GO:0005743,GO:0005739,GO:0006120
AWHISG00000016383X1	GO:0051213,GO:0005737,GO:0005634,GO:0009115,GO:0046872,GO:0005829
AWHISG00000001611X1	GO:0016324,GO:0016021,GO:0015798,GO:0005366,GO:0005886,GO:0055085
AWHISG00000006478X1	GO:0005737,GO:0008022,GO:2000272,GO:0005886,GO:0031718
AWHISG00000004949X1	GO:0016020,GO:0016021,GO:0005524,GO:0007049
AWHISG00000014316X1	GO:0005576,GO:0007165,GO:0030354,GO:0042025,GO:0007268,GO:0043657,GO:0030430
AWHISG00000007019X1	GO:0022627,GO:0002181,GO:0003735,GO:0005840
AWHISG00000005285X1	GO:0010106,GO:0033215,GO:0005507,GO:0033573,GO:0051321,GO:0070193,GO:0004322
AWHISG00000000195X1	GO:0043625,GO:0003887,GO:0006260,GO:0005634,GO:0003677,GO:0006271,GO:0071897
AWHISG00000014924X1	GO:0044732,GO:0005737,GO:0005524,GO:0005634,GO:0106310,GO:0035556,GO:0004674,GO:0018105,GO:0051286,GO:0032153,GO:0090520,GO:0004712,GO:0005856,GO:0005829
AWHISG00000012826X1	GO:0005737,GO:0005524,GO:0044805,GO:0106310,GO:0061709,GO:0042594,GO:0004674,GO:0018105,GO:0000422,GO:0000045,GO:0034045,GO:0004712,GO:0034727
AWHISG00000001891X1	GO:0004792,GO:0070221,GO:0005739
AWHISG00000000812X1	GO:0019073,GO:0016987,GO:0000324,GO:0003677,GO:0003899,GO:0019076
AWHISG00000016870X1	GO:0005689,GO:0005730,GO:0046540,GO:0005634,GO:0000956,GO:1990726,GO:0071013,GO:0071004,GO:0005732,GO:0005688,GO:0000398,GO:0003723
AWHISG00000008439X1	GO:0005515,GO:0005737,GO:0003735,GO:0005840,GO:0022625,GO:0002181,GO:0005829
AWHISG00000002396X1	GO:0005743,GO:0016021,GO:0032259,GO:0005740,GO:0008757,GO:0005739
AWHISG00000012046X1	GO:0030683,GO:0005576,GO:0005515
AWHISG00000009425X1	GO:0042393,GO:0005730,GO:0005634,GO:0030691,GO:0042273,GO:0003714,GO:0030690,GO:0000122,GO:0035067,GO:0005654,GO:0030154,GO:0007506
AWHISG00000016273X1	GO:0016021,GO:0018298,GO:0015979,GO:0009416,GO:0046872,GO:0016020,GO:0016168,GO:0009768
AWHISG00000006060X1	GO:0004497,GO:0016125,GO:0016021,GO:0006665,GO:0032366,GO:0016020,GO:0097036
AWHISG00000005413X1	GO:0007188,GO:0005737,GO:0005634,GO:0005096,GO:0050790
AWHISG00000009860X1	GO:0005737,GO:0008289,GO:0006897,GO:0051321,GO:0030173
AWHISG00000001493X1	GO:0070840,GO:0005634,GO:0045450,GO:0008595,GO:0051301,GO:0007317,GO:0007015,GO:0003729,GO:0019094,GO:0007049
AWHISG00000018329X1	GO:0005737,GO:0009408,GO:0009651,GO:0051082,GO:0051259,GO:0043621,GO:0042542,GO:0006457
AWHISG00000004229X1	GO:0048046,GO:0031012,GO:0033609,GO:0005739,GO:0030145,GO:0050162
AWHISG00000000167X1	GO:0005515,GO:0106069,GO:0019789,GO:0000795,GO:0003682,GO:0005634,GO:0016925,GO:0007130,GO:0090173,GO:0007131,GO:0051321,GO:0000794,GO:0007129,GO:0006281
AWHISG00000006887X1	GO:0004089,GO:0005737,GO:0006730,GO:0005634,GO:0034599,GO:1990748,GO:0071244,GO:0008270
AWHISG00000015968X1	GO:0015074,GO:0046718,GO:0044826,GO:0075732,GO:0075713,GO:0004523,GO:0006278,GO:0003887,GO:0003964,GO:0042025,GO:0006508,GO:0090502,GO:0006310,GO:0004190,GO:0046872,GO:0030430,GO:0003723
AWHISG00000012535X1	GO:0005886,GO:0016021,GO:0020037,GO:0007049
AWHISG00000008096X1	GO:0005768,GO:0010008,GO:0005795,GO:0006646,GO:0006656,GO:0000139,GO:0046872,GO:0005794,GO:0016540,GO:0004609
AWHISG00000016887X1	GO:0005515,GO:0005737,GO:0016021,GO:0004930,GO:0016020,GO:0110134
AWHISG00000006554X1	GO:0020037,GO:0042554,GO:0043020,GO:0016021,GO:0050829,GO:0016175,GO:0030435,GO:0005886,GO:0046872,GO:0050660,GO:0030587
AWHISG00000005735X1	GO:0005737,GO:0140723,GO:0004022,GO:0008270
AWHISG00000007054X1	GO:0071577,GO:0016021,GO:0006882,GO:0016020,GO:0005385
AWHISG00000018696X1	GO:0016020,GO:0016021,GO:0005515,GO:0007338
AWHISG00000007979X1	GO:0006418,GO:0005524,GO:0005739,GO:0046872,GO:0005759,GO:0006412,GO:0004817
AWHISG00000013487X1	GO:0005634,GO:0007155,GO:0005737,GO:0005515
AWHISG00000001876X1	GO:0018188,GO:0006449,GO:0032436,GO:0005737,GO:0031543,GO:0031418,GO:0005515,GO:0005634,GO:0140311,GO:2000639,GO:0005506,GO:0071456,GO:0019826,GO:0005829
AWHISG00000007100X1	GO:0008289,GO:0052629,GO:0045807,GO:0046856,GO:0016020,GO:0005737,GO:0046855,GO:1901075,GO:1901098,GO:0016312,GO:0042594,GO:0004438,GO:0046872,GO:0004725,GO:0019898,GO:0019903,GO:0008340,GO:0046662,GO:0034594,GO:0040011
AWHISG00000016306X3	GO:0004089,GO:0005737,GO:0006730,GO:0005634,GO:0034599,GO:1990748,GO:0071244,GO:0008270
AWHISG00000016199X1	GO:0005524,GO:0005634,GO:0005739,GO:0007399,GO:0005829
AWHISG00000013347X1	GO:0051879,GO:0001671,GO:0032781,GO:0051087,GO:0006457,GO:0005829
AWHISG00000008860X1	GO:0031146,GO:0003723,GO:0019005
AWHISG00000006766X1	GO:0016560,GO:0005515,GO:0005777,GO:1990429,GO:0015031,GO:0005778
AWHISG00000000296X1	GO:0016560,GO:0005515,GO:0031966,GO:0016021,GO:0015031,GO:0005739
AWHISG00000001999X1	GO:0015095,GO:0005634,GO:0016021,GO:0140053,GO:0031965,GO:0005739,GO:0005759
AWHISG00000007794X1	GO:0005515,GO:1990527,GO:0036003,GO:0005634,GO:0000978,GO:0005667,GO:2000222,GO:0007124,GO:0001403,GO:0010527,GO:0000122,GO:0001228
AWHISG00000018649X2	GO:0009331,GO:0006116,GO:0009992,GO:0005737,GO:0005634,GO:0031137,GO:0051287,GO:0042803,GO:0071470,GO:0046168,GO:0004367,GO:0006114,GO:0005829
AWHISG00000014161X1	GO:0071627,GO:0032974,GO:0005773,GO:0022857,GO:0006914,GO:0005774
AWHISG00000000538X1	GO:0035046,GO:0005515,GO:0005737,GO:0007059,GO:0000242,GO:0005634,GO:0035047,GO:0005876,GO:0005813,GO:0007052,GO:0005856,GO:0005869,GO:0000776,GO:0030286,GO:0016020,GO:0000132
AWHISG00000007894X2	GO:0016021,GO:0031966,GO:0006783,GO:0008495,GO:0005739
AWHISG00000009719X1	GO:0016126,GO:0003838,GO:0008203,GO:0005783,GO:0061065,GO:0043414
AWHISG00000014812X1	GO:0006468,GO:0005737,GO:0005524,GO:0005634,GO:0106310,GO:0099139,GO:0035556,GO:0004674,GO:0004712
AWHISG00000007977X1	GO:0046872,GO:0070417,GO:0005634,GO:0000480,GO:0000978,GO:0000055,GO:0044114,GO:0007155,GO:0000981,GO:0044011,GO:0032443,GO:0030448,GO:0000447,GO:0031505,GO:1900189,GO:0006357,GO:0000472
AWHISG00000004979X1	GO:0030619,GO:0005634,GO:0005685,GO:0071004,GO:0043484,GO:0000398,GO:0003729
AWHISG00000014768X1	GO:0005515,GO:0005737,GO:0000978,GO:0000266,GO:0005739,GO:0000001,GO:0001228
AWHISG00000017545X1	GO:0016322,GO:0005634,GO:0000978,GO:1904801,GO:0000981,GO:0008301,GO:0007552,GO:0048813,GO:0006357,GO:0030154
AWHISG00000005432X1	GO:0007188,GO:0005737,GO:0005634,GO:0005096,GO:0050790
AWHISG00000006143X1	GO:0008017,GO:0005737,GO:0000235,GO:0048312,GO:0008053,GO:0000266,GO:0051321,GO:0015630,GO:0031315
AWHISG00000008776X1	GO:0005515,GO:0042025,GO:0009399
AWHISG00000007036X1	GO:0006511,GO:0005515,GO:0005634,GO:0030674,GO:0000151
AWHISG00000013635X1	GO:1902423,GO:0051301,GO:1905342,GO:1903394,GO:0007049,GO:0005737,GO:0019904,GO:0010696,GO:1990423,GO:1901970,GO:0007094,GO:0007079,GO:1905561,GO:0000775,GO:0090268,GO:0031267,GO:0000776,GO:0005856,GO:0005694,GO:0005828,GO:0005819,GO:0000070
AWHISG00000004598X1	GO:0005737,GO:0070191,GO:0005634,GO:0034599,GO:0033745,GO:0005829
AWHISG00000014341X1	GO:0005576,GO:0007165,GO:0030354,GO:0045202,GO:0007268,GO:0031777
AWHISG00000008539X1	GO:0005085,GO:0005634,GO:0050790,GO:0032012,GO:0030496
AWHISG00000011155X1	GO:0006468,GO:0045087,GO:0007249,GO:0071222,GO:0016318,GO:0000287,GO:0048802,GO:0005829,GO:0005737,GO:0050829,GO:0004706,GO:0051607,GO:0004712,GO:0061057,GO:0010506,GO:0048749,GO:0090175,GO:0006915,GO:0006963,GO:0033209,GO:0031625,GO:0010942,GO:0005524,GO:0046330,GO:0106310,GO:0007391,GO:0007254
AWHISG00000015191X1	GO:0006282,GO:0005737,GO:0005634,GO:1990966,GO:0004649,GO:0031056,GO:0010332,GO:0006974,GO:0005975,GO:0009225
AWHISG00000008233X1	GO:0015074,GO:0006310,GO:0003677,GO:0005737
AWHISG00000013324X1	GO:0031152,GO:0000165,GO:0007190,GO:0051897,GO:0030587,GO:0005829,GO:0043327,GO:0005515,GO:0051602,GO:0048870,GO:1903665,GO:0031284,GO:0032147,GO:0090630,GO:0004860,GO:0005085,GO:0046579,GO:0030295,GO:0030250,GO:0005886,GO:0043086,GO:0007265,GO:1905742,GO:0010628
AWHISG00000005488X3	GO:0005768,GO:0003723,GO:0051028
AWHISG00000015505X1	GO:0005515,GO:0005634,GO:0007346,GO:0051301,GO:0051445,GO:0031145,GO:0005680,GO:0070979,GO:0007049
AWHISG00000015302X1	GO:0005515,GO:0005654,GO:0015031,GO:0051028
AWHISG00000002470X1	GO:0039660,GO:0030437,GO:0051321,GO:0005739
AWHISG00000014754X2	GO:0051015,GO:0031164,GO:0033275,GO:0005737,GO:0000331,GO:0015629,GO:0005524,GO:0016459,GO:0043531,GO:0005516,GO:0000146,GO:0042641,GO:0030050,GO:0140027,GO:0007015
AWHISG00000011229X1	GO:0019079,GO:0000166,GO:0016887,GO:0000287,GO:0030430,GO:0003723
AWHISG00000010092X1	GO:0020037,GO:0016126,GO:0008398,GO:0005506,GO:0032259,GO:0008168,GO:0016020
AWHISG00000015421X1	GO:0005886,GO:0046872,GO:0004222,GO:0006508
AWHISG00000008244X1	GO:0003676,GO:0007165,GO:0005524,GO:0016887,GO:0031982,GO:0031159,GO:0003678
AWHISG00000003561X1	GO:0042910,GO:0016021,GO:0042908,GO:0005773,GO:0005774
AWHISG00000003772X1	GO:0016020,GO:0016021,GO:0007218,GO:0005112
AWHISG00000010595X1	GO:0004715,GO:0045087,GO:0007169,GO:0005737,GO:0005524,GO:0007283,GO:0005102,GO:0005886,GO:0004712,GO:0031234,GO:0018108,GO:0030154
AWHISG00000009300X1	GO:0010789,GO:0045143,GO:0005515,GO:0005634,GO:0045859,GO:0051455,GO:0051321,GO:0000776,GO:0033551
AWHISG00000011596X1	GO:0030683,GO:0005515,GO:0000812,GO:0039547,GO:0005634,GO:0039503,GO:0039644,GO:0000785
AWHISG00000003151X1	GO:0005515,GO:0001817,GO:0016021,GO:0016020,GO:0050852
AWHISG00000015116X1	GO:0005737,GO:0005634,GO:0016021,GO:0006487,GO:0031965,GO:0004579,GO:0005829
AWHISG00000005979X1	GO:0005085,GO:0005515,GO:0031152,GO:0005829,GO:0007265,GO:0046579,GO:1905742,GO:0030295,GO:0005886,GO:0032147,GO:0090630,GO:0043327
AWHISG00000001366X1	GO:0004865,GO:0043086,GO:0005783,GO:0016021,GO:0005886,GO:0005789
AWHISG00000018953X1	GO:0005737,GO:0005524,GO:0004371,GO:0050354,GO:0016310,GO:0019563,GO:0005829
AWHISG00000014174X1	GO:0005737,GO:0016324,GO:0018996,GO:0043186,GO:0016021,GO:0007281,GO:0017151,GO:0005886
AWHISG00000018008X1	GO:0005576,GO:0005515,GO:0006869,GO:0001786,GO:1901076,GO:0005615
AWHISG00000011559X1	GO:0044177,GO:0046718,GO:0020002,GO:0055036,GO:0019064,GO:0016020,GO:0019031,GO:0039660
AWHISG00000012827X1	GO:0005515,GO:0006469,GO:0016021,GO:0033147,GO:0051493,GO:0043627,GO:0016020
AWHISG00000001210X1	GO:0005743,GO:0016021,GO:0003677,GO:0051321,GO:0005739
AWHISG00000006421X1	GO:0043235,GO:0007189,GO:0005737,GO:0016021,GO:0031210,GO:0004930,GO:0005886,GO:0019222,GO:0030073
AWHISG00000005903X1	GO:0004665,GO:0070403,GO:0005737,GO:0008977,GO:0006571,GO:0005829
AWHISG00000012525X1	GO:0005634,GO:0046872,GO:0046740,GO:0005737
AWHISG00000002230X1	GO:0030683,GO:0005515,GO:0005634,GO:0039503,GO:0005829
AWHISG00000001485X1	GO:0031648,GO:0043410,GO:0005576,GO:1905941,GO:0006897,GO:1903746,GO:0002164,GO:0006508,GO:0005044,GO:0004252,GO:0016020,GO:0031103,GO:0005615
AWHISG00000008528X1	GO:0005515,GO:0005694,GO:0000083,GO:0005634,GO:0031491,GO:0006336,GO:0003677,GO:0006334,GO:0006368,GO:0000417,GO:1905268
AWHISG00000008862X1	GO:0003690,GO:0042645,GO:0009099,GO:0004455,GO:0000002,GO:0005739,GO:0009097,GO:0046872
AWHISG00000011640X1	GO:0016021,GO:0005783,GO:0003924,GO:0048309,GO:0016320,GO:0005525,GO:0005789
AWHISG00000011510X1	GO:0005964,GO:0005977,GO:0005516
AWHISG00000007201X1	GO:0005576,GO:0016042,GO:0044179,GO:0035821,GO:0090729,GO:0016298
AWHISG00000008180X1	GO:0003677,GO:0099139,GO:0005515,GO:0042025
AWHISG00000008379X1	GO:0000022,GO:0003676,GO:0005634
AWHISG00000011900X1	GO:0005515,GO:0000245,GO:0071014,GO:0005634,GO:0045292,GO:0071013,GO:0071004,GO:0005686,GO:0003729
AWHISG00000016447X1	GO:0005737,GO:0004862,GO:0005634,GO:1904355,GO:0051973,GO:2000480,GO:0032212
AWHISG00000000546X1	GO:0006468,GO:0005737,GO:0005524,GO:0106310,GO:0000165,GO:0000287,GO:0016055,GO:0050896,GO:0004712,GO:0004709
AWHISG00000007550X1	GO:0071577,GO:0005515,GO:0015087,GO:0031966,GO:0016021,GO:0000324,GO:0006882,GO:0006824,GO:0005739,GO:0000329,GO:0005385
AWHISG00000006446X2	GO:0005737,GO:0005741,GO:0016021,GO:0006535,GO:0005739,GO:0004124
AWHISG00000018865X1	GO:0016567,GO:0039648,GO:0005737,GO:0016740,GO:0005826,GO:0046872
AWHISG00000002262X1	GO:0005576,GO:0004530,GO:0005515,GO:0002283,GO:0005634,GO:0006309,GO:0005783,GO:0005509,GO:0070948,GO:0010623,GO:0003677,GO:0002673,GO:0006915,GO:0090305
AWHISG00000003121X1	GO:0005515,GO:0007338,GO:0016021,GO:0007342,GO:0016020
AWHISG00000009568X1	GO:0005515,GO:0005737,GO:0051131,GO:0005634,GO:0043248,GO:0032991,GO:0070481
AWHISG00000018821X2	GO:0019033,GO:0042025,GO:0006355,GO:0046872,GO:0030430
AWHISG00000008453X1	GO:0000301,GO:0005515,GO:0032258,GO:0000139,GO:0017119,GO:0005794,GO:0005829
AWHISG00000010066X1	GO:0019033,GO:0019058,GO:0042025,GO:0044204,GO:0003723
AWHISG00000004989X1	GO:0010106,GO:0033215,GO:0005507,GO:0033573,GO:0051321,GO:0070193,GO:0004322
AWHISG00000017877X1	GO:0000902,GO:0006909,GO:0034394,GO:0005576,GO:0031589,GO:0000281,GO:0050821,GO:0030246,GO:0016936,GO:0007015
AWHISG00000003010X1	GO:0045182,GO:0005739,GO:0008380,GO:0006397
AWHISG00000005858X1	GO:0030170,GO:0005737,GO:0034354,GO:0006569,GO:0061981,GO:0097053,GO:0030429,GO:0019805,GO:0043420
AWHISG00000014805X2	GO:0016491,GO:0008203,GO:0016021,GO:0051537,GO:0046872,GO:0016020
AWHISG00000003372X1	GO:0030466,GO:0005721,GO:0005515,GO:0005737,GO:0007059,GO:0005634,GO:0031048,GO:0099115,GO:0031047,GO:0031934,GO:0030958,GO:0005856,GO:0031508,GO:0005816,GO:0034613,GO:0007049
AWHISG00000011173X1	GO:0006970,GO:0005737,GO:0003755,GO:0050790,GO:0007052,GO:0019888,GO:0019211,GO:0000159
AWHISG00000000001X1	GO:0000786,GO:0035093,GO:0005694,GO:0005515,GO:0007283,GO:0005634,GO:0007341,GO:0003677,GO:0007340,GO:0010954,GO:0008270,GO:0030154
AWHISG00000005821X1	GO:0004867,GO:0005576,GO:1900004,GO:0005829,GO:0016525,GO:0035315,GO:0005938,GO:0005783,GO:0097209,GO:0002787,GO:0051884,GO:0030155,GO:0045580,GO:0007417,GO:0030198,GO:0048471,GO:0005789
AWHISG00000002933X1	GO:0005887,GO:0016829,GO:0017009
AWHISG00000011695X1	GO:0017111,GO:0005737,GO:0009117,GO:0000166,GO:0046872,GO:0103023
AWHISG00000008501X1	GO:0005741,GO:0016021,GO:0034045,GO:0043565,GO:0005773,GO:0005739,GO:0006914,GO:0005774
AWHISG00000012791X1	GO:0090240,GO:0005576,GO:0005634,GO:0033629,GO:1902166,GO:0005737,GO:0036003,GO:0005887,GO:0005796,GO:0002039,GO:0005615,GO:0016324,GO:0000978,GO:0070062,GO:0003712,GO:0005886,GO:0006978,GO:0010944,GO:0000785,GO:0006977
AWHISG00000013427X2	GO:0051301,GO:0000921,GO:0030448,GO:0007049,GO:0071902,GO:0030428,GO:0003924,GO:0032153,GO:0005525,GO:0061640,GO:1990317,GO:0000917,GO:0005938,GO:0005935,GO:0031105,GO:0061163,GO:0097271,GO:1903475,GO:0010458,GO:0060090,GO:0000144,GO:0015630,GO:0000280,GO:0032186,GO:0005200,GO:0000082
AWHISG00000012357X1	GO:0006275,GO:0003700,GO:0042025,GO:0003677,GO:0006355
AWHISG00000004025X1	GO:0015074,GO:0006310,GO:0003677,GO:0005737
AWHISG00000004750X1	GO:0047750,GO:0006695,GO:0004769,GO:0016021,GO:0005783,GO:0030425,GO:0000247,GO:0005789
AWHISG00000005498X1	GO:0005515,GO:0005737,GO:0005634,GO:0043248,GO:0005829
AWHISG00000002476X1	GO:0042826,GO:0005737,GO:0007059,GO:0042127,GO:1904428,GO:0007346,GO:0043014,GO:0030334
AWHISG00000008432X1	GO:0031254,GO:0006468,GO:0007165,GO:0005524,GO:0005938,GO:0005096,GO:0050790,GO:0004672,GO:0097204,GO:0001931,GO:0005856,GO:0032154,GO:0005829
AWHISG00000000345X1	GO:0018216,GO:0045653,GO:0005737,GO:0016571,GO:0005634,GO:0006406,GO:0042054,GO:0042802,GO:1904047,GO:0035242,GO:0005829
AWHISG00000013671X1	GO:0140014,GO:0005515,GO:0005634,GO:0005938,GO:0005621,GO:0032153,GO:0045184,GO:0005935,GO:0007120,GO:0032177,GO:0032174
AWHISG00000000685X1	GO:0005515,GO:0005829,GO:1905758,GO:0005096,GO:0050790,GO:0051301,GO:0051286,GO:0032153,GO:0031097,GO:0031031,GO:0051285,GO:0007049
AWHISG00000013164X1	GO:0007268,GO:0005515,GO:0007165,GO:0005739
AWHISG00000004576X1	GO:0031211,GO:0016409,GO:0005783,GO:0006612,GO:0042406,GO:0018230,GO:0005789
AWHISG00000012986X1	GO:0017183,GO:0005737,GO:0005634,GO:0030544,GO:0002098,GO:0046872,GO:0005829
AWHISG00000007125X1	GO:0005462,GO:1990569,GO:0005459,GO:0000139,GO:0030173,GO:0008643,GO:0005794,GO:0048471,GO:0072334
AWHISG00000018117X1	GO:0006278,GO:0110165,GO:0003964,GO:0046872,GO:0090305,GO:0004519
AWHISG00000011011X1	GO:0005768,GO:0005515,GO:0009867,GO:0042127,GO:0043547,GO:0005634,GO:0010008,GO:0016021,GO:0005096,GO:0009749,GO:0009968,GO:0009414,GO:0010182,GO:0004930,GO:0009737,GO:0005886,GO:0007186
AWHISG00000006801X1	GO:0005634,GO:0005515,GO:0000384,GO:0006355
AWHISG00000003268X1	GO:0006468,GO:0005737,GO:0005524,GO:0106310,GO:0004674,GO:0004712
AWHISG00000009841X1	GO:0005515,GO:0005737,GO:0043186,GO:0010628,GO:0005844,GO:0051321,GO:0006417,GO:0018992
AWHISG00000012340X2	GO:0007155,GO:0005576,GO:0006507,GO:0004621
AWHISG00000010587X1	GO:0005737,GO:0005634,GO:0044613,GO:0031267,GO:0031965,GO:0005635,GO:0006606,GO:0005829
AWHISG00000017669X1	GO:0016567,GO:0005634,GO:0043161,GO:0008270,GO:0061630
AWHISG00000017240X1	GO:1905168,GO:0071923,GO:0030674,GO:0043073,GO:0051321,GO:0042802,GO:0060623,GO:0006281
AWHISG00000006628X1	GO:0097550,GO:0001006,GO:0046872,GO:0005634,GO:0006359,GO:0034599,GO:0006352,GO:0070897,GO:0000126,GO:0017025
AWHISG00000015903X1	GO:0006468,GO:0007165,GO:0005737,GO:0005524,GO:0005096,GO:0050790,GO:0004672
AWHISG00000000852X1	GO:0003676,GO:0007165,GO:0033644,GO:0005524,GO:0003724,GO:0016021,GO:0016887,GO:0016020,GO:0031159
AWHISG00000003207X1	GO:0005634,GO:0000976,GO:0006357,GO:0003700
AWHISG00000000401X1	GO:0046777,GO:0048557,GO:0000165,GO:0000287,GO:0018107,GO:0007492,GO:0005515,GO:0005737,GO:0055120,GO:0050896,GO:0004712,GO:0045167,GO:0060070,GO:0001714,GO:0042694,GO:0008356,GO:0004709,GO:0005524,GO:0106310
AWHISG00000014553X1	GO:0005737,GO:0000324,GO:0006518,GO:0006508,GO:0004222,GO:0005739,GO:0046872,GO:0005794,GO:0005758
AWHISG00000011817X1	GO:0007264,GO:0005515,GO:0005737,GO:0071555,GO:0005096,GO:0050790
AWHISG00000000782X1	GO:0004867,GO:0051412,GO:0005576,GO:0045071,GO:0032991,GO:0019870,GO:0010951,GO:0002020,GO:0030154,GO:0005615
AWHISG00000005421X1	GO:0005576,GO:0031152,GO:0045597,GO:0010468,GO:0004222,GO:0046872
AWHISG00000018684X1	GO:0009097,GO:0009507,GO:0004794
AWHISG00000013516X1	GO:1905691,GO:0032010,GO:0005576,GO:0005737,GO:0004197,GO:0051603,GO:0005515,GO:0036019,GO:0006955,GO:0042718,GO:1903188,GO:0070613,GO:0043277,GO:0060785,GO:0031983,GO:0005615
AWHISG00000004456X1	GO:0005737,GO:0005952,GO:0007283,GO:0034237,GO:0035686,GO:0005930
AWHISG00000017941X1	GO:0005524,GO:0006260,GO:0005971,GO:0004748,GO:0009263
AWHISG00000001118X1	GO:0005634,GO:0005737,GO:0016114,GO:0016829
