32418	mobidb-lite
6549	Coil
918	SM00320
883	SM00248
800	G3DSA:3.40.50.300
764	SSF52540
678	SM00368
656	G3DSA:3.80.10.10
520	PF00400
509	SM00369
455	PS50088
454	PF13516
449	SM00181
436	PS50082
380	PS50297
364	SSF56112
334	G3DSA:1.25.40.20
327	G3DSA:1.25.40.10
325	G3DSA:1.10.510.10
321	PR00449
315	G3DSA:3.30.40.10
311	SM00028
304	PS50294
302	G3DSA:2.60.120.260
301	PS50011
301	G3DSA:2.130.10.10
294	PS00028
292	SSF49785
281	SM00209
278	SSF48371
274	PF00069
270	SM00355
262	PF12796
250	SSF52058
248	PF00090
248	G3DSA:3.40.50.720
246	SSF57850
245	SM00220
245	PS50092
239	G3DSA:2.20.100.10
238	PS50157
227	G3DSA:1.25.10.10
215	SM00054
214	PS00108
211	SSF53474
211	PS50222
211	G3DSA:2.30.29.30
209	PR00344
209	G3DSA:3.40.50.1820
207	SSF50978
204	SSF51735
202	PR00081
201	SSF48403
200	SSF48452
198	SSF82895
198	SSF50729
197	PS51450
196	PR00723
185	PS00018
184	G3DSA:3.30.160.60
183	G3DSA:3.40.50.150
182	G3DSA:3.30.200.20
180	PS00107
173	SSF48097
172	PR00248
172	G3DSA:1.10.167.10
170	SSF52047
168	SM00382
166	PR00625
164	G3DSA:3.40.30.10
164	G3DSA:1.10.238.10
162	SSF53335
161	SM00261
160	SSF52833
159	PR00320
159	G3DSA:3.30.70.330
156	PS51375
150	PF00754
148	PS50089
144	SM00360
144	PS50102
143	SSF47473
141	PS00678
141	PF00153
141	G3DSA:1.20.1250.20
140	TIGR00756
137	G3DSA:3.40.50.2300
136	SSF54928
136	PS50132
134	PR00119
134	G3DSA:3.50.50.60
132	SM01411
131	PS50920
130	G3DSA:1.10.10.10
129	SSF103473
129	PF13855
129	PF00076
127	SSF57716
127	SM00364
126	G3DSA:3.10.20.90
125	SSF49562
125	PS50026
125	PF00615
121	SSF57667
121	SM00367
121	PR01217
120	PR00411
120	PF19114
117	PR00114
117	G3DSA:2.60.40.150
115	SSF57184
114	PS51194
113	PS50002
112	SSF46785
112	SM00487
112	PF00271
112	G3DSA:2.30.30.40
111	SSF51905
111	SSF50044
111	PS51192
110	SM00365
110	SM00326
110	PS00101
110	PR00452
110	G3DSA:3.40.50.200
109	SSF54001
108	SM00490
108	G3DSA:3.30.420.40
108	G3DSA:2.60.120.10
107	PS50003
106	PS50948
106	PS50081
105	SM00343
105	SM00233
105	PS00022
105	PR00926
105	G3DSA:2.10.25.10
104	SSF54236
104	SSF53067
103	SSF57889
102	PS51257
101	PF14295
100	TIGR00231
100	SSF52743
100	SM01425
100	SM00184
100	PF00168
100	G3DSA:3.30.420.10
99	SSF57903
99	SSF53098
99	PR00325
98	PS50005
98	G3DSA:2.40.50.140
96	SSF50249
96	PS50103
96	PS50004
96	PF00082
95	PR00368
95	PR00190
94	PR00700
94	PR00109
94	G3DSA:3.50.4.10
93	SSF51445
89	SSF48350
89	SM00356
89	G3DSA:3.20.20.70
89	G3DSA:2.10.110.10
88	SSF52799
88	SM00315
88	G3DSA:3.90.70.10
87	SSF55874
